mac;time;moisture;temperature
70:B8:F6:8F:F7:A0;2025/08/03 17:01:43;13.50;40.90
70:B8:F6:8F:F7:A0;2025/08/03 17:31:45;14.10;40.70
70:B8:F6:8F:F7:A0;2025/08/03 18:01:46;12.80;40.70
70:B8:F6:8F:F7:A0;2025/08/03 18:31:48;13.10;41.00
70:B8:F6:8F:F7:A0;2025/08/03 19:01:49;12.90;41.40
70:B8:F6:8F:F7:A0;2025/08/03 19:31:51;12.50;41.20
70:B8:F6:8F:F7:A0;2025/08/03 20:01:52;12.20;41.30
70:B8:F6:8F:F7:A0;2025/08/03 20:31:54;13.80;40.90
70:B8:F6:8F:F7:A0;2025/08/03 21:01:56;12.60;40.20
70:B8:F6:8F:F7:A0;2025/08/03 21:31:57;14.60;39.90
70:B8:F6:8F:F7:A0;2025/08/03 22:01:59;14.40;38.90
70:B8:F6:8F:F7:A0;2025/08/03 22:32:00;20.50;39.40
70:B8:F6:8F:F7:A0;2025/08/03 23:02:02;18.70;38.80
70:B8:F6:8F:F7:A0;2025/08/03 23:32:03;18.40;37.50
70:B8:F6:8F:F7:A0;2025/08/04 00:02:05;18.70;36.60
70:B8:F6:8F:F7:A0;2025/08/04 00:32:06;19.60;36.60
70:B8:F6:8F:F7:A0;2025/08/04 01:02:08;21.30;36.20
70:B8:F6:8F:F7:A0;2025/08/04 01:32:09;22.10;36.00
70:B8:F6:8F:F7:A0;2025/08/04 02:02:11;21.20;35.60
70:B8:F6:8F:F7:A0;2025/08/04 02:32:12;20.80;35.50
70:B8:F6:8F:F7:A0;2025/08/04 03:02:14;20.00;34.60
70:B8:F6:8F:F7:A0;2025/08/04 03:32:15;22.20;34.90
70:B8:F6:8F:F7:A0;2025/08/04 04:02:17;25.10;35.30
70:B8:F6:8F:F7:A0;2025/08/04 04:32:19;24.40;35.80
70:B8:F6:8F:F7:A0;2025/08/04 05:02:20;23.80;36.00
70:B8:F6:8F:F7:A0;2025/08/04 05:32:22;25.60;35.80
70:B8:F6:8F:F7:A0;2025/08/04 06:02:23;24.30;35.60
70:B8:F6:8F:F7:A0;2025/08/04 06:32:25;25.20;35.60
70:B8:F6:8F:F7:A0;2025/08/04 07:02:26;26.80;35.40
70:B8:F6:8F:F7:A0;2025/08/04 07:32:28;27.10;35.70
70:B8:F6:8F:F7:A0;2025/08/04 08:02:29;28.80;35.70
70:B8:F6:8F:F7:A0;2025/08/04 08:32:31;29.50;35.30
70:B8:F6:8F:F7:A0;2025/08/04 09:02:32;28.20;35.00
70:B8:F6:8F:F7:A0;2025/08/04 09:32:34;26.10;35.40
70:B8:F6:8F:F7:A0;2025/08/04 10:02:35;25.20;36.00
70:B8:F6:8F:F7:A0;2025/08/04 10:32:37;27.30;37.00
70:B8:F6:8F:F7:A0;2025/08/04 11:02:38;24.70;37.40
70:B8:F6:8F:F7:A0;2025/08/04 11:32:40;22.40;37.50
70:B8:F6:8F:F7:A0;2025/08/04 12:02:41;19.10;38.00
70:B8:F6:8F:F7:A0;2025/08/04 12:32:43;18.00;38.60
70:B8:F6:8F:F7:A0;2025/08/04 13:02:44;16.10;38.80
70:B8:F6:8F:F7:A0;2025/08/04 13:32:46;15.90;39.30
70:B8:F6:8F:F7:A0;2025/08/04 14:02:47;14.80;39.40
70:B8:F6:8F:F7:A0;2025/08/04 14:32:49;16.50;40.30
70:B8:F6:8F:F7:A0;2025/08/04 15:02:51;12.30;40.60
70:B8:F6:8F:F7:A0;2025/08/04 15:32:52;11.60;40.90
70:B8:F6:8F:F7:A0;2025/08/04 16:02:54;11.70;41.30
70:B8:F6:8F:F7:A0;2025/08/04 16:32:55;12.80;41.70
70:B8:F6:8F:F7:A0;2025/08/04 17:02:57;14.30;42.00
70:B8:F6:8F:F7:A0;2025/08/04 17:32:58;11.40;42.10
70:B8:F6:8F:F7:A0;2025/08/04 18:03:00;12.90;42.50
70:B8:F6:8F:F7:A0;2025/08/04 18:33:01;11.30;42.30
70:B8:F6:8F:F7:A0;2025/08/04 19:03:03;11.30;42.70
70:B8:F6:8F:F7:A0;2025/08/04 19:33:04;11.70;42.40
70:B8:F6:8F:F7:A0;2025/08/04 20:03:06;12.60;42.60
70:B8:F6:8F:F7:A0;2025/08/04 20:33:07;11.60;42.60
70:B8:F6:8F:F7:A0;2025/08/04 21:03:09;13.70;42.40
70:B8:F6:8F:F7:A0;2025/08/04 21:33:10;20.40;42.00
70:B8:F6:8F:F7:A0;2025/08/04 22:03:12;24.60;42.00
70:B8:F6:8F:F7:A0;2025/08/04 22:33:13;27.10;41.40
70:B8:F6:8F:F7:A0;2025/08/04 23:03:15;22.90;40.00
70:B8:F6:8F:F7:A0;2025/08/04 23:33:16;21.30;39.30
70:B8:F6:8F:F7:A0;2025/08/05 00:03:18;19.90;38.40
70:B8:F6:8F:F7:A0;2025/08/05 00:33:19;19.50;38.20
70:B8:F6:8F:F7:A0;2025/08/05 01:03:21;17.80;37.60
70:B8:F6:8F:F7:A0;2025/08/05 01:33:22;16.70;37.20
70:B8:F6:8F:F7:A0;2025/08/05 02:03:24;17.30;37.30
70:B8:F6:8F:F7:A0;2025/08/05 02:33:26;25.00;38.40
70:B8:F6:8F:F7:A0;2025/08/05 03:03:27;23.50;38.00
70:B8:F6:8F:F7:A0;2025/08/05 03:33:29;25.30;38.30
70:B8:F6:8F:F7:A0;2025/08/05 04:03:30;23.50;38.50
70:B8:F6:8F:F7:A0;2025/08/05 04:33:32;21.80;37.80
70:B8:F6:8F:F7:A0;2025/08/05 05:03:33;25.20;37.50
70:B8:F6:8F:F7:A0;2025/08/05 05:33:35;23.30;37.60
70:B8:F6:8F:F7:A0;2025/08/05 06:03:36;22.60;37.20
70:B8:F6:8F:F7:A0;2025/08/05 06:33:38;23.20;36.30
70:B8:F6:8F:F7:A0;2025/08/05 07:03:39;23.30;36.30
70:B8:F6:8F:F7:A0;2025/08/05 07:33:41;25.60;36.00
70:B8:F6:8F:F7:A0;2025/08/05 08:03:42;25.50;35.60
70:B8:F6:8F:F7:A0;2025/08/05 08:33:44;29.80;35.80
70:B8:F6:8F:F7:A0;2025/08/05 09:03:45;29.10;35.80
70:B8:F6:8F:F7:A0;2025/08/05 09:33:47;27.40;36.40
70:B8:F6:8F:F7:A0;2025/08/05 10:03:48;27.50;36.60
70:B8:F6:8F:F7:A0;2025/08/05 10:33:50;27.70;37.00
70:B8:F6:8F:F7:A0;2025/08/05 11:03:51;29.10;37.50
70:B8:F6:8F:F7:A0;2025/08/05 11:33:53;30.10;38.20
70:B8:F6:8F:F7:A0;2025/08/05 12:03:54;21.60;38.70
70:B8:F6:8F:F7:A0;2025/08/05 12:33:56;20.60;39.20
70:B8:F6:8F:F7:A0;2025/08/05 13:03:57;22.10;39.70
70:B8:F6:8F:F7:A0;2025/08/05 13:33:59;16.40;40.10
70:B8:F6:8F:F7:A0;2025/08/05 14:04:01;16.20;40.80
70:B8:F6:8F:F7:A0;2025/08/05 14:34:02;16.50;41.00
70:B8:F6:8F:F7:A0;2025/08/05 15:04:04;13.70;41.40
70:B8:F6:8F:F7:A0;2025/08/05 15:34:05;16.80;41.60
70:B8:F6:8F:F7:A0;2025/08/05 16:04:07;12.70;42.40
70:B8:F6:8F:F7:A0;2025/08/05 16:34:08;11.80;42.50
70:B8:F6:8F:F7:A0;2025/08/05 17:04:10;14.10;42.60
70:B8:F6:8F:F7:A0;2025/08/05 17:34:11;13.50;42.80
70:B8:F6:8F:F7:A0;2025/08/05 18:04:13;11.20;42.90
70:B8:F6:8F:F7:A0;2025/08/05 18:34:14;12.30;43.70
70:B8:F6:8F:F7:A0;2025/08/05 19:04:16;14.50;42.70
70:B8:F6:8F:F7:A0;2025/08/05 19:34:17;15.10;42.00
70:B8:F6:8F:F7:A0;2025/08/05 20:04:19;15.50;41.40
70:B8:F6:8F:F7:A0;2025/08/05 20:34:20;17.50;40.30
70:B8:F6:8F:F7:A0;2025/08/05 21:04:22;18.30;39.70
70:B8:F6:8F:F7:A0;2025/08/05 21:34:23;19.10;39.30
70:B8:F6:8F:F7:A0;2025/08/05 22:04:25;21.00;38.40
70:B8:F6:8F:F7:A0;2025/08/05 22:34:26;22.80;39.00
70:B8:F6:8F:F7:A0;2025/08/05 23:04:28;23.00;38.20
70:B8:F6:8F:F7:A0;2025/08/05 23:34:29;24.80;38.90
70:B8:F6:8F:F7:A0;2025/08/06 00:04:31;23.10;37.70
70:B8:F6:8F:F7:A0;2025/08/06 00:34:33;26.70;36.30
70:B8:F6:8F:F7:A0;2025/08/06 01:04:34;26.10;35.70
70:B8:F6:8F:F7:A0;2025/08/06 01:34:36;24.80;36.20
70:B8:F6:8F:F7:A0;2025/08/06 02:04:37;25.70;35.90
70:B8:F6:8F:F7:A0;2025/08/06 02:34:39;25.30;35.60
70:B8:F6:8F:F7:A0;2025/08/06 03:04:40;27.30;36.10
70:B8:F6:8F:F7:A0;2025/08/06 03:34:42;27.90;36.70
70:B8:F6:8F:F7:A0;2025/08/06 04:04:43;26.40;36.50
70:B8:F6:8F:F7:A0;2025/08/06 04:34:45;28.50;37.10
70:B8:F6:8F:F7:A0;2025/08/06 05:04:46;29.90;35.90
70:B8:F6:8F:F7:A0;2025/08/06 05:34:48;29.70;36.00
70:B8:F6:8F:F7:A0;2025/08/06 06:04:49;29.60;35.10
70:B8:F6:8F:F7:A0;2025/08/06 06:34:51;30.90;35.00
70:B8:F6:8F:F7:A0;2025/08/06 07:04:52;30.20;35.60
70:B8:F6:8F:F7:A0;2025/08/06 07:34:54;30.00;34.90
70:B8:F6:8F:F7:A0;2025/08/06 08:04:55;32.90;35.50
70:B8:F6:8F:F7:A0;2025/08/06 08:34:57;34.70;35.60
70:B8:F6:8F:F7:A0;2025/08/06 09:04:58;37.10;36.30
