start,end,duration_min,grams,rate_g_per_min
2025-07-15 13:17:00+02:00,2025-07-15 13:26:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-15 16:17:00+02:00,2025-07-15 16:26:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-15 18:17:00+02:00,2025-07-15 18:26:00+02:00,10,777.5441817634738,77.75441817634739
2025-07-15 18:47:00+02:00,2025-07-15 18:56:00+02:00,10,424.11500823462205,42.411500823462205
2025-07-15 19:17:00+02:00,2025-07-15 19:26:00+02:00,10,424.11500823462205,42.411500823462205
2025-07-15 19:47:00+02:00,2025-07-15 19:56:00+02:00,10,706.8583470577034,70.68583470577035
2025-07-15 20:17:00+02:00,2025-07-15 20:26:00+02:00,10,282.7433388230814,28.274333882308138
2025-07-15 21:17:00+02:00,2025-07-15 21:26:00+02:00,10,565.4866776461628,56.548667764616276
2025-07-15 22:47:00+02:00,2025-07-15 22:56:00+02:00,10,494.8008429403924,49.48008429403924
2025-07-15 23:17:00+02:00,2025-07-15 23:26:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-15 23:47:00+02:00,2025-07-15 23:56:00+02:00,10,989.6016858807848,98.96016858807847
2025-07-16 01:17:00+02:00,2025-07-16 01:26:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-16 01:47:00+02:00,2025-07-16 01:56:00+02:00,10,282.7433388230814,28.274333882308138
2025-07-16 02:48:00+02:00,2025-07-16 02:57:00+02:00,10,424.11500823462205,42.411500823462205
2025-07-16 03:48:00+02:00,2025-07-16 03:57:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-16 04:18:00+02:00,2025-07-16 04:27:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-16 04:48:00+02:00,2025-07-16 04:57:00+02:00,10,212.05750411731103,21.205750411731103
2025-07-16 05:18:00+02:00,2025-07-16 05:27:00+02:00,10,282.7433388230814,28.274333882308138
2025-07-16 06:18:00+02:00,2025-07-16 06:27:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-16 07:18:00+02:00,2025-07-16 07:27:00+02:00,10,494.8008429403924,49.48008429403924
2025-07-16 07:48:00+02:00,2025-07-16 07:57:00+02:00,10,706.8583470577034,70.68583470577035
2025-07-16 08:18:00+02:00,2025-07-16 08:27:00+02:00,10,777.5441817634738,77.75441817634739
2025-07-16 08:48:00+02:00,2025-07-16 08:57:00+02:00,10,282.7433388230814,28.274333882308138
2025-07-16 11:48:00+02:00,2025-07-16 11:57:00+02:00,10,706.8583470577034,70.68583470577035
2025-07-16 12:18:00+02:00,2025-07-16 12:27:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-16 12:48:00+02:00,2025-07-16 12:57:00+02:00,10,212.05750411731103,21.205750411731103
2025-07-16 13:48:00+02:00,2025-07-16 13:57:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-16 14:18:00+02:00,2025-07-16 14:27:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-16 16:18:00+02:00,2025-07-16 16:27:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-16 16:48:00+02:00,2025-07-16 16:57:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-16 17:18:00+02:00,2025-07-16 17:27:00+02:00,10,706.8583470577034,70.68583470577035
2025-07-16 19:48:00+02:00,2025-07-16 19:57:00+02:00,10,777.5441817634738,77.75441817634739
2025-07-16 20:18:00+02:00,2025-07-16 20:27:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-16 20:48:00+02:00,2025-07-16 20:57:00+02:00,10,282.7433388230814,28.274333882308138
2025-07-16 21:18:00+02:00,2025-07-16 21:27:00+02:00,10,212.05750411731103,21.205750411731103
2025-07-16 21:48:00+02:00,2025-07-16 21:57:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-16 22:49:00+02:00,2025-07-16 22:58:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-17 00:49:00+02:00,2025-07-17 00:58:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-17 02:49:00+02:00,2025-07-17 02:58:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-17 04:49:00+02:00,2025-07-17 04:58:00+02:00,10,353.4291735288517,35.34291735288517
2025-07-17 05:19:00+02:00,2025-07-17 05:28:00+02:00,10,848.2300164692441,84.82300164692441
2025-07-17 07:19:00+02:00,2025-07-17 07:28:00+02:00,10,1413.7166941154069,141.3716694115407
2025-07-17 07:49:00+02:00,2025-07-17 07:58:00+02:00,10,282.7433388230814,28.274333882308138
2025-07-17 08:19:00+02:00,2025-07-17 08:28:00+02:00,10,706.8583470577034,70.68583470577035
2025-07-17 08:49:00+02:00,2025-07-17 08:58:00+02:00,10,1060.2875205865553,106.02875205865553
2025-07-17 09:19:00+02:00,2025-07-17 09:28:00+02:00,10,282.7433388230814,28.274333882308138
2025-07-17 12:19:00+02:00,2025-07-17 12:28:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-17 12:49:00+02:00,2025-07-17 12:58:00+02:00,10,212.05750411731103,21.205750411731103
2025-07-17 13:19:00+02:00,2025-07-17 13:28:00+02:00,10,565.4866776461628,56.548667764616276
2025-07-17 13:49:00+02:00,2025-07-17 13:58:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-17 14:19:00+02:00,2025-07-17 14:28:00+02:00,10,706.8583470577034,70.68583470577035
2025-07-17 14:49:00+02:00,2025-07-17 14:58:00+02:00,10,424.11500823462205,42.411500823462205
2025-07-17 16:19:00+02:00,2025-07-17 16:28:00+02:00,10,353.4291735288517,35.34291735288517
2025-07-17 17:50:00+02:00,2025-07-17 17:59:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-17 18:20:00+02:00,2025-07-17 18:29:00+02:00,10,353.4291735288517,35.34291735288517
2025-07-17 20:20:00+02:00,2025-07-17 20:29:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-17 21:20:00+02:00,2025-07-17 21:29:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-17 22:20:00+02:00,2025-07-17 22:29:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-17 22:50:00+02:00,2025-07-17 22:59:00+02:00,10,212.05750411731103,21.205750411731103
2025-07-18 00:50:00+02:00,2025-07-18 00:59:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-18 03:20:00+02:00,2025-07-18 03:29:00+02:00,10,282.7433388230814,28.274333882308138
2025-07-18 03:50:00+02:00,2025-07-18 03:59:00+02:00,10,1555.0883635269477,155.50883635269477
2025-07-18 04:20:00+02:00,2025-07-18 04:29:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-18 05:50:00+02:00,2025-07-18 05:59:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-18 06:20:00+02:00,2025-07-18 06:29:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-18 06:50:00+02:00,2025-07-18 06:59:00+02:00,10,70.68583470577035,7.0685834705770345
2025-07-18 07:20:00+02:00,2025-07-18 07:29:00+02:00,10,565.4866776461628,56.548667764616276
2025-07-18 07:50:00+02:00,2025-07-18 07:59:00+02:00,10,141.3716694115407,14.137166941154069
2025-07-18 08:20:00+02:00,2025-07-18 08:29:00+02:00,10,565.4866776461628,56.548667764616276
2025-07-18 08:50:00+02:00,2025-07-18 08:59:00+02:00,10,918.9158511750145,91.89158511750145
2025-07-18 09:20:00+02:00,2025-07-18 09:29:00+02:00,10,777.5441817634738,77.75441817634739
2025-07-18 09:50:00+02:00,2025-07-18 09:59:00+02:00,10,918.9158511750145,91.89158511750145
2025-07-18 12:51:00+02:00,2025-07-18 13:00:00+02:00,10,141.3716694115407,14.137166941154069
