,count,mean,std,min,25%,50%,75%,max,skew,kurtosis,outliers_count,outliers_pct,low_fence,high_fence,iqr
vlx,902.0,101.59534368070953,140.63316194271556,1.0,1.0,1.0,258.75,423.0,0.7742011993964822,-1.198851809139263,0,0.0,-385.625,645.375,257.75
