mac;time;moisture;temperature
70:B8:F6:91:0A:FC;2025/08/04 17:05:51;13.70;42.90
70:B8:F6:91:0A:FC;2025/08/04 17:35:52;13.00;42.90
70:B8:F6:91:0A:FC;2025/08/04 18:05:54;14.00;43.30
70:B8:F6:91:0A:FC;2025/08/04 18:35:56;13.10;43.00
70:B8:F6:91:0A:FC;2025/08/04 19:05:57;13.50;42.80
70:B8:F6:91:0A:FC;2025/08/04 19:35:59;16.40;42.90
70:B8:F6:91:0A:FC;2025/08/04 20:06:00;19.50;42.90
70:B8:F6:91:0A:FC;2025/08/04 20:36:02;15.70;42.80
70:B8:F6:91:0A:FC;2025/08/04 21:06:03;19.40;42.50
70:B8:F6:91:0A:FC;2025/08/04 21:36:05;24.80;42.30
70:B8:F6:91:0A:FC;2025/08/04 22:06:06;20.70;42.00
70:B8:F6:91:0A:FC;2025/08/04 22:36:08;21.40;41.70
70:B8:F6:91:0A:FC;2025/08/04 23:06:09;16.90;39.40
70:B8:F6:91:0A:FC;2025/08/04 23:36:11;18.80;38.40
70:B8:F6:91:0A:FC;2025/08/05 00:06:12;19.20;37.70
70:B8:F6:91:0A:FC;2025/08/05 00:36:14;19.40;39.00
70:B8:F6:91:0A:FC;2025/08/05 01:06:15;19.50;39.10
70:B8:F6:91:0A:FC;2025/08/05 01:36:17;20.30;40.10
70:B8:F6:91:0A:FC;2025/08/05 02:06:18;20.60;38.30
70:B8:F6:91:0A:FC;2025/08/05 02:36:20;24.70;38.40
70:B8:F6:91:0A:FC;2025/08/05 03:06:22;23.40;38.20
70:B8:F6:91:0A:FC;2025/08/05 03:36:23;23.80;38.50
70:B8:F6:91:0A:FC;2025/08/05 04:06:25;24.40;38.10
70:B8:F6:91:0A:FC;2025/08/05 04:36:26;22.90;37.30
70:B8:F6:91:0A:FC;2025/08/05 05:06:28;24.10;37.40
70:B8:F6:91:0A:FC;2025/08/05 05:36:29;23.60;37.70
70:B8:F6:91:0A:FC;2025/08/05 06:06:31;21.70;37.60
70:B8:F6:91:0A:FC;2025/08/05 06:36:32;24.10;37.30
70:B8:F6:91:0A:FC;2025/08/05 07:06:34;24.90;36.80
70:B8:F6:91:0A:FC;2025/08/05 07:36:35;24.40;36.20
70:B8:F6:91:0A:FC;2025/08/05 08:06:37;25.30;36.30
70:B8:F6:91:0A:FC;2025/08/05 08:36:38;26.50;36.30
70:B8:F6:91:0A:FC;2025/08/05 09:06:40;28.20;36.30
70:B8:F6:91:0A:FC;2025/08/05 09:36:41;29.60;36.80
70:B8:F6:91:0A:FC;2025/08/05 10:06:43;30.10;37.30
70:B8:F6:91:0A:FC;2025/08/05 10:36:44;27.20;37.80
70:B8:F6:91:0A:FC;2025/08/05 11:06:46;27.90;38.50
70:B8:F6:91:0A:FC;2025/08/05 11:36:47;26.90;39.10
70:B8:F6:91:0A:FC;2025/08/05 12:06:49;21.90;39.50
70:B8:F6:91:0A:FC;2025/08/05 12:36:51;16.90;39.80
70:B8:F6:91:0A:FC;2025/08/05 13:06:52;16.10;40.50
70:B8:F6:91:0A:FC;2025/08/05 13:36:54;17.90;41.00
70:B8:F6:91:0A:FC;2025/08/05 14:06:55;17.50;41.40
70:B8:F6:91:0A:FC;2025/08/05 14:36:57;17.70;41.90
70:B8:F6:91:0A:FC;2025/08/05 15:06:58;15.90;42.20
70:B8:F6:91:0A:FC;2025/08/05 15:37:00;16.40;42.90
70:B8:F6:91:0A:FC;2025/08/05 16:07:01;14.00;43.00
70:B8:F6:91:0A:FC;2025/08/05 16:37:03;13.50;42.80
70:B8:F6:91:0A:FC;2025/08/05 17:07:04;13.70;43.90
70:B8:F6:91:0A:FC;2025/08/05 17:37:06;13.20;43.70
70:B8:F6:91:0A:FC;2025/08/05 18:07:07;14.30;43.60
70:B8:F6:91:0A:FC;2025/08/05 18:37:09;13.20;44.10
70:B8:F6:91:0A:FC;2025/08/05 19:07:10;21.40;43.40
70:B8:F6:91:0A:FC;2025/08/05 19:37:12;22.00;43.00
70:B8:F6:91:0A:FC;2025/08/05 20:07:13;22.10;42.70
70:B8:F6:91:0A:FC;2025/08/05 20:37:15;24.30;42.20
70:B8:F6:91:0A:FC;2025/08/05 21:07:17;25.10;41.90
70:B8:F6:91:0A:FC;2025/08/05 21:37:18;26.10;41.50
70:B8:F6:91:0A:FC;2025/08/05 22:07:20;24.30;40.60
70:B8:F6:91:0A:FC;2025/08/05 22:37:21;25.50;40.10
70:B8:F6:91:0A:FC;2025/08/05 23:07:23;27.10;40.10
70:B8:F6:91:0A:FC;2025/08/05 23:37:24;26.40;39.70
70:B8:F6:91:0A:FC;2025/08/06 00:07:26;27.20;39.00
70:B8:F6:91:0A:FC;2025/08/06 00:37:27;28.60;36.80
70:B8:F6:91:0A:FC;2025/08/06 01:07:29;29.10;35.10
70:B8:F6:91:0A:FC;2025/08/06 01:37:30;28.50;34.40
70:B8:F6:91:0A:FC;2025/08/06 02:07:32;28.30;33.90
70:B8:F6:91:0A:FC;2025/08/06 02:37:33;29.40;33.20
70:B8:F6:91:0A:FC;2025/08/06 03:07:35;30.20;36.20
70:B8:F6:91:0A:FC;2025/08/06 03:37:36;29.10;37.00
70:B8:F6:91:0A:FC;2025/08/06 04:07:38;29.40;37.20
70:B8:F6:91:0A:FC;2025/08/06 04:37:39;28.20;36.90
70:B8:F6:91:0A:FC;2025/08/06 05:07:41;30.70;36.10
70:B8:F6:91:0A:FC;2025/08/06 05:37:42;31.20;35.80
70:B8:F6:91:0A:FC;2025/08/06 06:07:44;30.50;36.00
70:B8:F6:91:0A:FC;2025/08/06 06:37:46;31.00;35.70
70:B8:F6:91:0A:FC;2025/08/06 07:07:47;30.70;35.60
70:B8:F6:91:0A:FC;2025/08/06 07:37:49;30.10;34.10
70:B8:F6:91:0A:FC;2025/08/06 08:07:50;33.90;35.50
70:B8:F6:91:0A:FC;2025/08/06 08:37:52;35.10;35.90
70:B8:F6:91:0A:FC;2025/08/06 09:07:53;36.20;36.30
70:B8:F6:91:0A:FC;2025/08/06 09:37:55;35.30;35.70
70:B8:F6:91:0A:FC;2025/08/06 10:07:56;34.50;36.10
70:B8:F6:91:0A:FC;2025/08/06 10:37:58;34.00;36.70
