,count,mean,std,min,25%,50%,75%,max,skew,kurtosis,outliers_count,outliers_pct,low_fence,high_fence,iqr
vlx,1056.0,270.35132575757575,126.8903719775869,46.0,135.0,299.0,353.0,604.0,-0.2810979931121536,-0.776488126651659,0,0.0,-192.0,680.0,218.0
