,count,mean,std,min,25%,50%,75%,max,skew,kurtosis,outliers_count,outliers_pct,low_fence,high_fence,iqr
vlx,1056.0,340.8219696969697,57.339419542428125,46.0,322.0,338.0,368.0,505.0,-0.03629885433319556,0.7371549291353277,183,17.329545454545457,253.0,437.0,46.0
