,count,mean,std,min,25%,50%,75%,max,skew,kurtosis,outliers_count,outliers_pct,low_fence,high_fence,iqr
vlx,1058.0,296.7155009451796,83.97674682532488,6.0,274.0,309.0,351.0,486.0,-0.7475983388272324,0.09885374671376024,145,13.705103969754253,158.5,466.5,77.0
