ls,n,pearson_temp,pearson_moist,spearman_temp,spearman_moist
LS1,339,0.20432272262537063,-0.1864612706759564,0.09737942685215274,-0.08057430607417776
LS5,322,-0.04706797398825495,0.056634833733905925,-0.09148921237028598,0.09332401634603375
