ls,n,corr_grams_refilled,corr_grams_temp,corr_grams_moist
LS1,23,0.7739283772253404,0.24936764580806947,-0.28473812025422657
LS5,23,0.7291095600954173,0.08152387733394265,-0.15237366407430122
