ls,n,r2_adj,beta_temp,p_temp,beta_moist,p_moist
LS1,339,0.1484776084405307,43.128475319237694,0.07293822035662036,13.11171800800429,0.2575637023501849
LS5,322,0.09990042032827595,36.478164281751866,0.135941350605482,6.341698060669454,0.6205169742445295
