mac;time;moisture;temperature
70:B8:F6:91:0A:FC;2025-07-16 11:48:20;25.2;37.8
70:B8:F6:91:0A:FC;2025-07-16 12:18:22;18.9;38.3
70:B8:F6:91:0A:FC;2025-07-16 12:48:23;17.9;38.9
70:B8:F6:91:0A:FC;2025-07-16 13:18:25;15.7;39.5
70:B8:F6:91:0A:FC;2025-07-16 13:48:26;15.2;40.2
70:B8:F6:91:0A:FC;2025-07-16 14:18:28;12.4;40.5
70:B8:F6:91:0A:FC;2025-07-16 14:48:30;9.4;41.1
70:B8:F6:91:0A:FC;2025-07-16 15:18:31;13.4;41.6
70:B8:F6:91:0A:FC;2025-07-16 15:48:33;12.4;42.0
70:B8:F6:91:0A:FC;2025-07-16 16:18:34;12.9;42.2
70:B8:F6:91:0A:FC;2025-07-16 16:48:36;12.6;42.4
70:B8:F6:91:0A:FC;2025-07-16 17:18:37;13.7;43.1
70:B8:F6:91:0A:FC;2025-07-16 17:48:39;13.6;43.9
70:B8:F6:91:0A:FC;2025-07-16 18:18:40;10.5;44.1
70:B8:F6:91:0A:FC;2025-07-16 18:48:42;14.7;43.9
70:B8:F6:91:0A:FC;2025-07-16 19:18:43;12.5;43.9
70:B8:F6:91:0A:FC;2025-07-16 19:48:45;12.8;44.0
70:B8:F6:91:0A:FC;2025-07-16 20:18:46;16.9;43.8
70:B8:F6:91:0A:FC;2025-07-16 20:48:48;12.9;43.0
70:B8:F6:91:0A:FC;2025-07-16 21:18:49;16.3;42.9
70:B8:F6:91:0A:FC;2025-07-16 21:48:51;22.2;42.8
70:B8:F6:91:0A:FC;2025-07-16 22:18:52;20.2;42.3
70:B8:F6:91:0A:FC;2025-07-16 22:48:54;21.3;42.2
70:B8:F6:91:0A:FC;2025-07-16 23:18:55;24.2;42.3
70:B8:F6:91:0A:FC;2025-07-16 23:48:57;23.2;41.8
70:B8:F6:91:0A:FC;2025-07-17 00:18:59;23.1;41.3
70:B8:F6:91:0A:FC;2025-07-17 00:49:00;21.4;40.4
70:B8:F6:91:0A:FC;2025-07-17 01:19:02;18.8;39.4
70:B8:F6:91:0A:FC;2025-07-17 01:49:03;17.8;38.9
70:B8:F6:91:0A:FC;2025-07-17 02:19:05;14.9;38.6
70:B8:F6:91:0A:FC;2025-07-17 02:49:06;16.4;38.0
70:B8:F6:91:0A:FC;2025-07-17 03:19:08;18.1;38.1
70:B8:F6:91:0A:FC;2025-07-17 03:49:09;16.6;37.3
70:B8:F6:91:0A:FC;2025-07-17 04:19:11;17.4;36.8
70:B8:F6:91:0A:FC;2025-07-17 04:49:12;18.5;36.5
70:B8:F6:91:0A:FC;2025-07-17 05:19:14;19.1;35.9
70:B8:F6:91:0A:FC;2025-07-17 05:49:15;21.0;36.0
70:B8:F6:91:0A:FC;2025-07-17 06:19:17;20.6;35.4
70:B8:F6:91:0A:FC;2025-07-17 06:49:18;21.9;34.8
70:B8:F6:91:0A:FC;2025-07-17 07:19:20;22.7;34.8
70:B8:F6:91:0A:FC;2025-07-17 07:49:21;25.6;34.8
70:B8:F6:91:0A:FC;2025-07-17 08:19:23;25.6;35.7
70:B8:F6:91:0A:FC;2025-07-17 08:49:24;26.7;36.1
70:B8:F6:91:0A:FC;2025-07-17 09:19:26;28.0;36.9
70:B8:F6:91:0A:FC;2025-07-17 09:49:28;28.4;37.8
70:B8:F6:91:0A:FC;2025-07-17 10:19:29;25.7;38.4
70:B8:F6:91:0A:FC;2025-07-17 10:49:31;25.9;38.4
70:B8:F6:91:0A:FC;2025-07-17 11:19:32;26.5;38.7
70:B8:F6:91:0A:FC;2025-07-17 11:49:34;23.8;39.5
70:B8:F6:91:0A:FC;2025-07-17 12:19:35;16.8;40.1
70:B8:F6:91:0A:FC;2025-07-17 12:49:37;13.4;40.5
70:B8:F6:91:0A:FC;2025-07-17 13:19:38;15.6;41.1
70:B8:F6:91:0A:FC;2025-07-17 13:49:40;12.2;41.5
70:B8:F6:91:0A:FC;2025-07-17 14:19:41;13.8;41.6
70:B8:F6:91:0A:FC;2025-07-17 14:49:43;16.5;41.5
70:B8:F6:91:0A:FC;2025-07-17 15:19:44;12.0;41.7
70:B8:F6:91:0A:FC;2025-07-17 15:49:46;9.6;42.5
70:B8:F6:91:0A:FC;2025-07-17 16:19:47;11.2;42.9
70:B8:F6:91:0A:FC;2025-07-17 16:49:49;11.1;42.9
70:B8:F6:91:0A:FC;2025-07-17 17:19:50;10.9;43.1
70:B8:F6:91:0A:FC;2025-07-17 17:49:52;9.3;43.3
70:B8:F6:91:0A:FC;2025-07-17 18:19:53;8.2;43.6
70:B8:F6:91:0A:FC;2025-07-17 18:49:55;9.7;43.7
70:B8:F6:91:0A:FC;2025-07-17 19:19:57;8.7;41.5
70:B8:F6:91:0A:FC;2025-07-17 19:49:58;9.6;41.6
70:B8:F6:91:0A:FC;2025-07-17 20:20:00;10.9;41.8
70:B8:F6:91:0A:FC;2025-07-17 20:50:01;11.8;41.6
70:B8:F6:91:0A:FC;2025-07-17 21:20:03;14.2;41.0
70:B8:F6:91:0A:FC;2025-07-17 21:50:04;18.7;41.7
70:B8:F6:91:0A:FC;2025-07-17 22:20:06;17.7;41.4
70:B8:F6:91:0A:FC;2025-07-17 22:50:07;22.0;40.7
70:B8:F6:91:0A:FC;2025-07-17 23:20:09;21.0;41.3
70:B8:F6:91:0A:FC;2025-07-17 23:50:10;20.3;40.9
70:B8:F6:91:0A:FC;2025-07-18 00:20:12;20.7;40.2
70:B8:F6:91:0A:FC;2025-07-18 00:50:13;22.5;40.2
70:B8:F6:91:0A:FC;2025-07-18 01:20:15;22.1;39.4
70:B8:F6:91:0A:FC;2025-07-18 01:50:16;18.4;39.5
70:B8:F6:91:0A:FC;2025-07-18 02:20:18;22.4;39.0
70:B8:F6:91:0A:FC;2025-07-18 02:50:19;22.1;38.1
70:B8:F6:91:0A:FC;2025-07-18 03:20:21;21.0;36.7
70:B8:F6:91:0A:FC;2025-07-18 03:50:23;21.6;35.7
70:B8:F6:91:0A:FC;2025-07-18 04:20:24;22.1;35.3
70:B8:F6:91:0A:FC;2025-07-18 04:50:26;21.6;34.8
70:B8:F6:91:0A:FC;2025-07-18 05:20:27;21.9;35.0
70:B8:F6:91:0A:FC;2025-07-18 05:50:29;22.7;34.5
70:B8:F6:91:0A:FC;2025-07-18 06:20:30;23.9;34.3
70:B8:F6:91:0A:FC;2025-07-18 06:50:32;24.6;34.4
70:B8:F6:91:0A:FC;2025-07-18 07:20:33;27.4;34.1
70:B8:F6:91:0A:FC;2025-07-18 07:50:35;26.7;33.7
70:B8:F6:91:0A:FC;2025-07-18 08:20:36;27.8;33.8
70:B8:F6:91:0A:FC;2025-07-18 08:50:38;27.3;33.8
70:B8:F6:91:0A:FC;2025-07-18 09:20:39;30.0;33.5
70:B8:F6:91:0A:FC;2025-07-18 09:50:41;28.8;34.2
70:B8:F6:91:0A:FC;2025-07-18 10:20:42;31.8;34.6
70:B8:F6:91:0A:FC;2025-07-18 10:50:44;29.9;34.8
70:B8:F6:91:0A:FC;2025-07-18 11:20:45;31.6;34.6
70:B8:F6:91:0A:FC;2025-07-18 11:50:47;31.7;34.1
70:B8:F6:91:0A:FC;2025-07-18 12:20:48;32.8;34.9
70:B8:F6:91:0A:FC;2025-07-18 12:50:50;28.8;35.4
70:B8:F6:91:0A:FC;2025-07-18 13:20:52;29.0;36.1
70:B8:F6:91:0A:FC;2025-07-18 13:50:53;25.7;36.6
70:B8:F6:91:0A:FC;2025-07-18 14:20:55;24.9;36.8
70:B8:F6:91:0A:FC;2025-07-18 14:50:56;22.0;37.2
70:B8:F6:91:0A:FC;2025-07-18 15:20:58;19.0;37.9
70:B8:F6:91:0A:FC;2025-07-18 15:50:59;17.4;38.1
70:B8:F6:91:0A:FC;2025-07-18 16:21:01;17.8;38.5
70:B8:F6:91:0A:FC;2025-07-18 16:51:02;18.1;38.9
70:B8:F6:91:0A:FC;2025-07-18 17:21:04;17.5;38.9
70:B8:F6:91:0A:FC;2025-07-18 17:51:05;19.7;38.9
70:B8:F6:91:0A:FC;2025-07-18 18:21:07;17.0;38.7
70:B8:F6:91:0A:FC;2025-07-18 18:51:08;14.6;38.7
70:B8:F6:91:0A:FC;2025-07-18 19:21:10;15.1;38.6
70:B8:F6:91:0A:FC;2025-07-18 19:51:11;15.8;37.3
70:B8:F6:91:0A:FC;2025-07-18 20:21:13;15.9;37.3
70:B8:F6:91:0A:FC;2025-07-18 20:51:14;14.7;37.7
70:B8:F6:91:0A:FC;2025-07-18 21:21:16;16.5;36.1
70:B8:F6:91:0A:FC;2025-07-18 21:51:17;17.9;35.8
70:B8:F6:91:0A:FC;2025-07-18 22:21:19;19.1;35.8
70:B8:F6:91:0A:FC;2025-07-18 22:51:21;21.1;36.6
70:B8:F6:91:0A:FC;2025-07-18 23:21:22;21.8;36.9
70:B8:F6:91:0A:FC;2025-07-18 23:51:24;21.8;36.6
70:B8:F6:91:0A:FC;2025-07-19 00:21:25;21.6;34.6
70:B8:F6:91:0A:FC;2025-07-19 00:51:27;24.6;34.5
70:B8:F6:91:0A:FC;2025-07-19 01:21:28;24.2;34.6
70:B8:F6:91:0A:FC;2025-07-19 01:51:30;23.6;34.5
70:B8:F6:91:0A:FC;2025-07-19 02:21:31;23.1;34.7
70:B8:F6:91:0A:FC;2025-07-19 02:51:33;22.6;34.4
70:B8:F6:91:0A:FC;2025-07-19 03:21:34;24.9;33.6
70:B8:F6:91:0A:FC;2025-07-19 03:51:36;26.4;33.3
70:B8:F6:91:0A:FC;2025-07-19 04:21:37;27.3;32.9
70:B8:F6:91:0A:FC;2025-07-19 04:51:39;28.9;32.8
70:B8:F6:91:0A:FC;2025-07-19 05:21:40;30.1;32.4
70:B8:F6:91:0A:FC;2025-07-19 05:51:42;32.9;32.0
70:B8:F6:91:0A:FC;2025-07-19 06:21:43;32.8;31.9
70:B8:F6:91:0A:FC;2025-07-19 06:51:45;33.5;31.9
70:B8:F6:91:0A:FC;2025-07-19 07:21:47;34.2;31.7
70:B8:F6:91:0A:FC;2025-07-19 07:51:48;35.7;31.2
70:B8:F6:91:0A:FC;2025-07-19 08:21:50;35.8;31.4
70:B8:F6:91:0A:FC;2025-07-19 08:51:51;37.4;31.7
70:B8:F6:91:0A:FC;2025-07-19 09:21:53;37.4;31.8
70:B8:F6:91:0A:FC;2025-07-19 09:51:54;39.2;31.8
70:B8:F6:91:0A:FC;2025-07-19 10:21:56;37.7;31.9
70:B8:F6:91:0A:FC;2025-07-19 10:51:57;37.8;32.0
70:B8:F6:91:0A:FC;2025-07-19 11:21:59;37.5;32.1
70:B8:F6:91:0A:FC;2025-07-19 11:52:00;37.3;32.2
70:B8:F6:91:0A:FC;2025-07-19 12:22:02;37.8;32.6
70:B8:F6:91:0A:FC;2025-07-19 12:52:03;36.5;33.0
70:B8:F6:91:0A:FC;2025-07-19 13:22:05;34.1;32.9
70:B8:F6:91:0A:FC;2025-07-19 13:52:06;29.0;33.4
70:B8:F6:91:0A:FC;2025-07-19 14:22:08;27.2;33.3
70:B8:F6:91:0A:FC;2025-07-19 14:52:09;26.9;34.3
70:B8:F6:91:0A:FC;2025-07-19 15:22:11;25.0;34.3
70:B8:F6:91:0A:FC;2025-07-19 15:52:12;23.5;34.9
70:B8:F6:91:0A:FC;2025-07-19 16:22:14;19.9;35.5
70:B8:F6:91:0A:FC;2025-07-19 16:52:16;18.5;36.0
70:B8:F6:91:0A:FC;2025-07-19 17:22:17;17.9;36.4
70:B8:F6:91:0A:FC;2025-07-19 17:52:19;17.5;36.5
70:B8:F6:91:0A:FC;2025-07-19 18:22:20;16.4;36.2
70:B8:F6:91:0A:FC;2025-07-19 18:52:22;17.0;36.8
70:B8:F6:91:0A:FC;2025-07-19 19:22:23;18.2;36.8
70:B8:F6:91:0A:FC;2025-07-19 19:52:25;18.3;36.2
70:B8:F6:91:0A:FC;2025-07-19 20:22:26;20.1;36.6
70:B8:F6:91:0A:FC;2025-07-19 20:52:28;22.9;35.7
70:B8:F6:91:0A:FC;2025-07-19 21:22:29;23.3;35.5
70:B8:F6:91:0A:FC;2025-07-19 21:52:31;24.0;35.7
70:B8:F6:91:0A:FC;2025-07-19 22:22:32;25.6;35.8
70:B8:F6:91:0A:FC;2025-07-19 22:52:34;26.4;35.6
70:B8:F6:91:0A:FC;2025-07-19 23:22:35;24.8;35.5
70:B8:F6:91:0A:FC;2025-07-19 23:52:37;27.7;36.0
70:B8:F6:91:0A:FC;2025-07-20 00:22:38;25.6;35.5
70:B8:F6:91:0A:FC;2025-07-20 00:52:40;26.1;35.1
70:B8:F6:91:0A:FC;2025-07-20 01:22:42;26.8;34.8
70:B8:F6:91:0A:FC;2025-07-20 01:52:43;27.1;34.6
70:B8:F6:91:0A:FC;2025-07-20 02:22:45;28.5;34.0
70:B8:F6:91:0A:FC;2025-07-20 02:52:46;27.0;33.9
70:B8:F6:91:0A:FC;2025-07-20 03:22:48;28.0;33.1
70:B8:F6:91:0A:FC;2025-07-20 03:52:49;28.4;32.9
70:B8:F6:91:0A:FC;2025-07-20 04:22:51;30.1;32.6
70:B8:F6:91:0A:FC;2025-07-20 04:52:52;30.0;33.0
70:B8:F6:91:0A:FC;2025-07-20 05:22:54;31.2;32.9
70:B8:F6:91:0A:FC;2025-07-20 05:52:55;30.8;32.3
70:B8:F6:91:0A:FC;2025-07-20 06:22:57;31.7;31.9
70:B8:F6:91:0A:FC;2025-07-20 06:52:58;32.7;32.5
70:B8:F6:91:0A:FC;2025-07-20 07:23:00;32.2;32.7
70:B8:F6:91:0A:FC;2025-07-20 07:53:01;33.0;32.7
70:B8:F6:91:0A:FC;2025-07-20 08:23:03;33.2;32.1
70:B8:F6:91:0A:FC;2025-07-20 08:53:04;32.7;32.2
70:B8:F6:91:0A:FC;2025-07-20 09:23:06;32.6;32.5
70:B8:F6:91:0A:FC;2025-07-20 09:53:07;35.9;32.4
70:B8:F6:91:0A:FC;2025-07-20 10:23:09;39.6;32.7
70:B8:F6:91:0A:FC;2025-07-20 10:53:11;36.5;33.0
70:B8:F6:91:0A:FC;2025-07-20 11:23:12;35.7;32.6
70:B8:F6:91:0A:FC;2025-07-20 11:53:14;36.6;32.3
70:B8:F6:91:0A:FC;2025-07-20 12:23:15;39.4;32.1
70:B8:F6:91:0A:FC;2025-07-20 12:53:17;39.4;32.7
70:B8:F6:91:0A:FC;2025-07-20 13:23:18;37.4;33.4
70:B8:F6:91:0A:FC;2025-07-20 13:53:20;35.8;33.6
70:B8:F6:91:0A:FC;2025-07-20 14:23:21;33.2;33.9
70:B8:F6:91:0A:FC;2025-07-20 14:53:23;31.8;33.8
70:B8:F6:91:0A:FC;2025-07-20 15:23:24;31.5;33.8
70:B8:F6:91:0A:FC;2025-07-20 15:53:26;28.9;34.4
70:B8:F6:91:0A:FC;2025-07-20 16:23:27;27.9;34.7
70:B8:F6:91:0A:FC;2025-07-20 16:53:29;29.7;34.3
70:B8:F6:91:0A:FC;2025-07-20 17:23:30;27.3;34.7
70:B8:F6:91:0A:FC;2025-07-20 17:53:32;28.5;34.3
70:B8:F6:91:0A:FC;2025-07-20 18:23:33;28.4;34.4
70:B8:F6:91:0A:FC;2025-07-20 18:53:35;28.3;34.8
70:B8:F6:91:0A:FC;2025-07-20 19:23:37;28.3;34.4
70:B8:F6:91:0A:FC;2025-07-20 19:53:38;28.2;34.1
70:B8:F6:91:0A:FC;2025-07-20 20:23:40;28.1;33.4
70:B8:F6:91:0A:FC;2025-07-20 20:53:41;28.3;33.4
70:B8:F6:91:0A:FC;2025-07-20 21:23:43;26.0;33.4
70:B8:F6:91:0A:FC;2025-07-20 21:53:44;24.0;33.4
70:B8:F6:91:0A:FC;2025-07-20 22:23:46;24.6;33.7
70:B8:F6:91:0A:FC;2025-07-20 22:53:47;25.4;34.2
70:B8:F6:91:0A:FC;2025-07-20 23:23:49;26.4;34.7
70:B8:F6:91:0A:FC;2025-07-20 23:53:50;24.2;34.0
70:B8:F6:91:0A:FC;2025-07-21 00:23:52;27.6;34.8
70:B8:F6:91:0A:FC;2025-07-21 00:53:53;24.3;34.3
70:B8:F6:91:0A:FC;2025-07-21 01:23:55;24.9;33.8
70:B8:F6:91:0A:FC;2025-07-21 01:53:56;25.4;33.6
70:B8:F6:91:0A:FC;2025-07-21 02:23:58;26.8;33.4
70:B8:F6:91:0A:FC;2025-07-21 02:53:59;27.7;33.0
70:B8:F6:91:0A:FC;2025-07-21 03:24:01;31.2;33.6
70:B8:F6:91:0A:FC;2025-07-21 03:54:02;30.2;33.2
70:B8:F6:91:0A:FC;2025-07-21 04:24:04;30.4;33.3
70:B8:F6:91:0A:FC;2025-07-21 04:54:06;31.6;34.0
70:B8:F6:91:0A:FC;2025-07-21 05:24:07;31.8;34.2
70:B8:F6:91:0A:FC;2025-07-21 05:54:09;31.5;33.9
70:B8:F6:91:0A:FC;2025-07-21 06:24:10;31.0;33.5
70:B8:F6:91:0A:FC;2025-07-21 06:54:12;32.2;33.3
70:B8:F6:91:0A:FC;2025-07-21 07:24:13;33.6;33.3
70:B8:F6:91:0A:FC;2025-07-21 07:54:15;32.7;33.1
70:B8:F6:91:0A:FC;2025-07-21 08:24:16;34.7;33.3
70:B8:F6:91:0A:FC;2025-07-21 08:54:18;35.0;33.5
70:B8:F6:91:0A:FC;2025-07-21 09:24:19;32.9;33.6
70:B8:F6:91:0A:FC;2025-07-21 09:54:21;32.5;33.1
70:B8:F6:91:0A:FC;2025-07-21 10:24:22;34.1;33.3
70:B8:F6:91:0A:FC;2025-07-21 10:54:24;33.3;33.3
70:B8:F6:91:0A:FC;2025-07-21 11:24:25;33.0;33.2
70:B8:F6:91:0A:FC;2025-07-21 11:54:27;29.3;33.1
70:B8:F6:91:0A:FC;2025-07-21 12:24:28;31.1;33.5
70:B8:F6:91:0A:FC;2025-07-21 12:54:30;29.0;33.3
70:B8:F6:91:0A:FC;2025-07-21 13:24:32;27.9;33.6
70:B8:F6:91:0A:FC;2025-07-21 13:54:33;22.7;33.3
70:B8:F6:91:0A:FC;2025-07-21 14:24:35;23.8;33.9
70:B8:F6:91:0A:FC;2025-07-21 14:54:36;21.7;33.3
70:B8:F6:91:0A:FC;2025-07-21 15:24:38;21.5;34.5
70:B8:F6:91:0A:FC;2025-07-21 15:54:39;18.3;34.7
70:B8:F6:91:0A:FC;2025-07-21 16:24:41;17.6;35.4
70:B8:F6:91:0A:FC;2025-07-21 16:54:42;14.4;36.2
70:B8:F6:91:0A:FC;2025-07-21 17:24:44;13.8;36.3
70:B8:F6:91:0A:FC;2025-07-21 17:54:45;17.8;36.9
70:B8:F6:91:0A:FC;2025-07-21 18:24:47;13.2;37.4
70:B8:F6:91:0A:FC;2025-07-21 18:54:48;16.7;37.6
70:B8:F6:91:0A:FC;2025-07-21 19:24:50;13.9;37.3
70:B8:F6:91:0A:FC;2025-07-21 19:54:51;19.8;37.5
70:B8:F6:91:0A:FC;2025-07-21 20:24:53;16.7;37.4
70:B8:F6:91:0A:FC;2025-07-21 20:54:54;15.8;37.4
70:B8:F6:91:0A:FC;2025-07-21 21:24:56;17.1;36.8
70:B8:F6:91:0A:FC;2025-07-21 21:54:57;19.6;37.1
70:B8:F6:91:0A:FC;2025-07-21 22:24:59;20.8;36.8
70:B8:F6:91:0A:FC;2025-07-21 22:55:01;22.3;36.8
70:B8:F6:91:0A:FC;2025-07-21 23:25:02;23.0;37.1
70:B8:F6:91:0A:FC;2025-07-21 23:55:04;18.0;35.4
70:B8:F6:91:0A:FC;2025-07-22 00:25:05;15.8;34.5
70:B8:F6:91:0A:FC;2025-07-22 00:55:07;18.2;34.0
70:B8:F6:91:0A:FC;2025-07-22 01:25:08;19.3;32.9
70:B8:F6:91:0A:FC;2025-07-22 01:55:10;22.6;34.7
70:B8:F6:91:0A:FC;2025-07-22 02:25:11;21.9;34.9
70:B8:F6:91:0A:FC;2025-07-22 02:55:13;22.9;34.2
70:B8:F6:91:0A:FC;2025-07-22 03:25:14;23.5;34.1
70:B8:F6:91:0A:FC;2025-07-22 03:55:16;26.3;33.1
70:B8:F6:91:0A:FC;2025-07-22 04:25:17;27.2;33.2
70:B8:F6:91:0A:FC;2025-07-22 04:55:19;28.1;33.8
70:B8:F6:91:0A:FC;2025-07-22 05:25:20;25.4;34.1
70:B8:F6:91:0A:FC;2025-07-22 05:55:22;24.8;33.6
70:B8:F6:91:0A:FC;2025-07-22 06:25:23;23.6;32.5
70:B8:F6:91:0A:FC;2025-07-22 06:55:25;24.4;32.4
70:B8:F6:91:0A:FC;2025-07-22 07:25:27;23.4;32.2
70:B8:F6:91:0A:FC;2025-07-22 07:55:28;28.9;32.4
70:B8:F6:91:0A:FC;2025-07-22 08:25:30;30.1;33.5
70:B8:F6:91:0A:FC;2025-07-22 08:55:31;28.7;33.7
70:B8:F6:91:0A:FC;2025-07-22 09:25:33;27.0;33.5
70:B8:F6:91:0A:FC;2025-07-22 09:55:34;26.6;33.5
70:B8:F6:91:0A:FC;2025-07-22 10:25:36;29.9;33.6
70:B8:F6:91:0A:FC;2025-07-22 10:55:37;26.8;34.2
70:B8:F6:91:0A:FC;2025-07-22 11:25:39;28.8;34.4
70:B8:F6:91:0A:FC;2025-07-22 11:55:40;23.6;34.6
70:B8:F6:91:0A:FC;2025-07-22 12:25:42;23.6;35.1
70:B8:F6:91:0A:FC;2025-07-22 12:55:43;19.8;34.9
70:B8:F6:91:0A:FC;2025-07-22 13:25:45;19.8;35.3
70:B8:F6:91:0A:FC;2025-07-22 13:55:46;17.9;35.5
70:B8:F6:91:0A:FC;2025-07-22 14:25:48;18.5;36.3
70:B8:F6:91:0A:FC;2025-07-22 14:55:49;14.9;36.8
70:B8:F6:91:0A:FC;2025-07-22 15:25:51;14.5;37.6
70:B8:F6:91:0A:FC;2025-07-22 15:55:52;14.4;38.1
70:B8:F6:91:0A:FC;2025-07-22 16:25:54;12.0;38.1
70:B8:F6:91:0A:FC;2025-07-22 16:55:56;12.9;39.1
70:B8:F6:91:0A:FC;2025-07-22 17:25:57;13.7;39.1
70:B8:F6:91:0A:FC;2025-07-22 17:55:59;12.0;39.2
70:B8:F6:91:0A:FC;2025-07-22 18:26:00;12.8;39.6
70:B8:F6:91:0A:FC;2025-07-22 18:56:02;15.5;39.2
70:B8:F6:91:0A:FC;2025-07-22 19:26:03;17.5;39.2
70:B8:F6:91:0A:FC;2025-07-22 19:56:05;15.2;39.0
70:B8:F6:91:0A:FC;2025-07-22 20:26:06;17.7;39.2
70:B8:F6:91:0A:FC;2025-07-22 20:56:08;17.1;39.3
70:B8:F6:91:0A:FC;2025-07-22 21:26:09;20.5;39.3
70:B8:F6:91:0A:FC;2025-07-22 21:56:11;22.2;39.5
70:B8:F6:91:0A:FC;2025-07-22 22:26:12;21.4;39.3
70:B8:F6:91:0A:FC;2025-07-22 22:56:14;23.9;39.4
70:B8:F6:91:0A:FC;2025-07-22 23:26:15;25.7;39.7
70:B8:F6:91:0A:FC;2025-07-22 23:56:17;25.0;39.2
70:B8:F6:91:0A:FC;2025-07-23 00:26:18;24.0;38.6
70:B8:F6:91:0A:FC;2025-07-23 00:56:20;21.3;38.1
70:B8:F6:91:0A:FC;2025-07-23 01:26:22;25.9;37.8
70:B8:F6:91:0A:FC;2025-07-23 01:56:23;24.2;37.3
70:B8:F6:91:0A:FC;2025-07-23 02:26:25;23.9;36.8
70:B8:F6:91:0A:FC;2025-07-23 02:56:26;26.4;36.7
70:B8:F6:91:0A:FC;2025-07-23 03:26:28;23.9;36.1
70:B8:F6:91:0A:FC;2025-07-23 03:56:29;23.7;35.6
70:B8:F6:91:0A:FC;2025-07-23 04:26:31;24.1;35.2
70:B8:F6:91:0A:FC;2025-07-23 04:56:32;25.1;34.8
70:B8:F6:91:0A:FC;2025-07-23 05:26:34;26.7;34.7
70:B8:F6:91:0A:FC;2025-07-23 05:56:35;27.9;34.8
70:B8:F6:91:0A:FC;2025-07-23 06:26:37;28.7;34.7
70:B8:F6:91:0A:FC;2025-07-23 06:56:38;29.4;34.7
70:B8:F6:91:0A:FC;2025-07-23 07:26:40;30.9;34.5
