,count,mean,std,min,25%,50%,75%,max,skew,kurtosis,outliers_count,outliers_pct,low_fence,high_fence,iqr
vlx,1058.0,307.54914933837426,69.7427082839757,107.0,295.0,320.0,341.0,526.0,-0.61078447138156,0.30474172660310916,215,20.321361058601134,226.0,410.0,46.0
